ID;SRC;TAR
1062;adjournment;odložitev
6037;adjustment to school;prilagoditev šoli
28;adjuvant;pomožna sestavina
442917;administration headquarters;sedež uprave
5421;administration of the Institutions;upravljanje institucij
5450;administrative autonomy;upravna avtonomija
6610;administrative code;upravni kodeks
4090;administrative competition;razpis za upravne delavce
5536;administrative contract;upravna pogodba
171;administrative control;upravni nadzor
206;administrative cooperation;upravno sodelovanje
1539;administrative court;upravno sodišče
397;administrative expenditure;odhodki za poslovanje
5577;administrative expenditure (EU);odhodki za materialne stroške (EU)
5070;administrative formalities;upravna formalnost
517;administrative law;upravno pravo
5217;administrative measure;upravni ukrep
7365;administrative offence;upravni prekršek
2669;administrative order;upravna odredba
3582;administrative personnel;administrativni poklic
35;administrative powers;upravna pristojnost
2695;administrative procedure;upravni postopek
2968;administrative reform;upravna reforma
4011;administrative responsibility;upravna odgovornost
3862;administrative sanction;upravna sankcija
3923;administrative science;upravna znanost
2166;administrative structures;upravna organizacija
5945;administrative supervision;upravno varstvo
5936;administrative transparency;preglednost uprave
362;administrative unit;upravna enota
8542;administrator;administrator
2913;admissibility;dopustnost postopka
4005;admission of aliens;dovoljenje za vstop tujcev
88;admission to examinations;pristop k izpitu
3700;ADN agreement;sporazum ADN
3302;adopted child;posvojeni otrok
6536;adoption law;posvojitvena zakonodaja
117;adoption of a child;posvojitev
127;adoption of a law by vote;izglasovanje zakona
144;adoption of the budget;sprejetje proračuna
1195;ADR agreement;Sporazum ADR
c_46e54685;Adriatic Croatia;Jadranska Hrvaška
5221;Adriatic Sea;Jadransko morje
160;adult;odrasla oseba
674;adult education;izobraževanje odraslih
4383;advance;akontacija iz zakladnice
3689;advanced materials;sodobni materiali
1376;advanced technology industry;visoko razvita industrija
2217;advance payment;predplačilo
4759;advance voting;predčasno glasovanje
2862;advertising;oglaševanje
5058;advertising budget;sredstva za oglaševanje
2863;advertising malpractice;nedopustno oglaševanje
6050;advisory committee (EU);svetovalni odbor (EU)
3046;advisory power;svetovalna pristojnost
4171;Aegean Islands;Egejski otoki
5223;Aegean Sea;Egejsko morje
1665;aerated drink;gazirana pijača
4107;aerodynamics;aerodinamika
1357;aeronautical industry;letalska industrija
212;aerosol;aerosol
1358;aerospace industry;vesoljska industrija
c_ea3f5ed2;aerostat;aerostat
6903;aesthetic surgery;estetska kirurgija
1283;AETR agreement;Sporazum AETR
3212;affiliated retailing;maloprodajno združenje
5016;afforestation;pogozdovanje
261;Afghanistan;Afganistan
281;Africa;Afrika
2102;African and Mauritian Common Organisation;Skupna afriško-mauricijska organizacija
6077;African Charter on Human and Peoples' Rights;Afriška listina človekovih pravic in pravic ljudstev
450953;African Court of Justice and Human Rights;Afriško sodišče za človekove pravice
4744;African Development Bank;Afriška razvojna banka
2167;African organisation;afriška organizacija
2202;African Union;Afriška unija
4104;after-sales service;poprodajne storitve
6230;age discrimination;starostna diskriminacija
3324;ageing of the population;staranje prebivalstva
380;agency abroad;zastopstvo v tujini
447917;Agency for the Cooperation of Energy Regulators;Agencija za sodelovanje energetskih regulatorjev
2160;agenda;dnevni red
1747;age of majority;polnoletnost
5489;aggravating circumstances;obteževalne okoliščine
579;agrarian law;kmetijsko pravo
2970;agrarian reform;kmetijska reforma
1474;agreement (EU);sporazum (EU)
131;agricultural adviser;kmetijski svetovalec
4771;agricultural advisory services;kmetijsko svetovanje
6313;agricultural area with environmental restrictions;kmetijsko območje z okoljskimi omejitvami
4752;agricultural bank;kmetijska banka
152;agricultural building;gospodarsko poslopje
4225;agricultural by-product;kmetijski stranski proizvod
6316;agricultural census;popis kmetijskih gospodarstev
228;agricultural cooperative;kmetijska zadruga
6339;agricultural credit;kmetijski kredit
3155;agricultural disaster;naravna nesreča v kmetijstvu
638;agricultural economics;agrarna ekonomija
780;agricultural education;kmetijsko izobraževanje
846;agricultural equipment;kmetijska oprema
5575;agricultural expenditure;izdatki za kmetijstvo
2194;agricultural guidance;usmerjanje kmetijstva
937;agricultural holding;kmetijsko gospodarstvo
2204;agricultural implement;kmetijsko orodje
3274;agricultural insurance;kmetijsko zavarovanje
1738;agricultural labour force;kmetijska delovna sila
4445;agricultural land;kmetijsko zemljišče
2591;agricultural levy;kmetijski prelevman
1719;agricultural machinery;kmetijski stroji
1788;agricultural market;kmetijski trg
3605;agricultural performance;učinkovitost kmetijstva
2442;agricultural policy;kmetijska politika
2734;agricultural product;kmetijski proizvod
2709;agricultural production;kmetijska proizvodnja
2477;agricultural production policy;politika kmetijske proizvodnje
2725;agricultural productivity;kmetijska produktivnost
2068;agricultural product nomenclature;nomenklatura kmetijskih proizvodov
2974;agricultural quota;kmetijska kvota
2814;agricultural real estate;kmetijska zemljiška posest
3034;agricultural region;kmetijsko območje
7204;agricultural sector representative body;predstavniški organ kmetijskega sektorja
4117;agricultural situation;položaj kmetijstva
4257;agricultural statistics;kmetijska statistika
4298;agricultural structure;kmetijska struktura
926;agricultural surplus;kmetijski presežek
613;agricultural trade;trgovina s kmetijskimi proizvodi
4655;agricultural vehicle;kmetijsko vozilo
344;agricultural waste;kmetijski odpadki
2893;agriculture-industry relationship;odnos med kmetijstvom in industrijo
2892;agriculture-trade relationship;odnos med kmetijstvom in trgovino
6310;agri-environmental plan;kmetijsko-okoljski načrt
656;agri-foodstuffs;kmetijsko-živilski sektor
2511;agri-monetary policy;kmetijsko-monetarna politika
3736;agro-energy;agroenergija
6314;agroforestry;agrogozdarstvo
323;agro-industrial cropping;pridelovanje industrijskih rastlin
666;agro-industry;živilskopredelovalna industrija
2915;agronomic research;kmetijske raziskave
685;agronomy;agronomija
6374;aid evaluation;ovrednotenje pomoči
3069;aid for restructuring;pomoč za prestrukturiranje
910;aid in kind;pomoč v naravi
755;aid per hectare;pomoč na hektar
2460;aid policy;politika pomoči
2793;aid programme;program pomoči
4843;aid recipient;prejemnik pomoči
5172;AIDS;aids
3003;aid system;sistem pomoči
2965;aid to agriculture;pomoč kmetijstvu
826;aid to disadvantaged groups;pomoč socialno ogroženim
3076;aid to disaster victims;pomoč žrtvam nesreč
3071;aid to industry;pomoč industriji
3075;aid to refugees;pomoč beguncem
835;aid to undertakings;pomoč podjetjem
5471;air cabotage;kabotaža v zračnem prometu
6012;air conditioning;klimatizacija
4438;aircraft;zrakoplov
5801;aircraft carrier;letalonosilka
1033;aircraft fleet;zračna flota
4652;air-cushion vehicle;vozilo na zračni blazini
3439;air force;vojaško letalstvo
4378;air freight rate;tarifa za zračni prevoz tovora
518;air law;letalsko pravo
3125;airline;letalska linija
195;airport;letališče
5887;air safety;varnost v zračnem prometu
859;air space;zračni prostor
2039;air traffic;zračni promet
172;air traffic control;kontrola zračnega prometa
4505;air transport;prevoz po zraku
1094;ALADI;ALADI
1105;ALADI countries;države ALADI
6252;?land;Aland
8499;Alba;Alba
1125;Albania;Albanija
1134;alcohol;alkohol
5018;alcoholic beverage;alkoholna pijača
1162;alcoholism;alkoholizem
1177;Alentejo;Alentejo
1121;Al Fujayrah;Fujairah
1204;algae;alge
1187;Algarve;Algarve
1196;Algeria;Alžirija
5431;allergy;alergija
6006;allocation clause;določilo o volilnem pragu
222;allocation of land;raba zemljišč
1409;allocation of resources;dodelitev sredstev
3313;allocation of seats;razdelitev sedežev
3321;allocation of work;razporeditev dela
3557;allowances and expenses;dodatki in povračilo stroškov
1340;alloy;zlitina
5845;Alpine Region;alpska regija
1430;Alsace;Alzacija
4328;alternate;nadomestni član
2976;alternative agricultural production;alternativna kmetijska proizvodnja
435469;alternative dispute resolution;alternativno reševanje sporov
c_dcc650ef;alternative investment;alternativni investicijski sklad
3289;alternative medicine;alternativna medicina
3957;alternative sentence;nadomestna kazen
4106;alternative service;civilno služenje vojaškega roka
5950;alternative use of agricultural products;alternativna uporaba kmetijskih proizvodov
1446;aluminium;aluminij
7869;Alytus county;Alytuško okrožje
5059;amending budget;rebalans proračuna
1558;amendment;amandma
3703;amendment of a law;sprememba zakona
1587;America;Amerika
2170;American organisation;ameriška organizacija
3411;American Samoa;Ameriška Samoa
1664;Amnesty International;Amnesty International
3695;amorphous materials;amorfni material
1673;amortisation;amortizacija
6270;analysis of causes;analiza vzrokov
5300;analytical chemistry;analitska kemija
1829;anarchism;anarhizem
1859;anatomy;anatomija
5661;ancient history;starejša zgodovina
1873;Andalusia;Andaluzija
1190;Andean Community;Andska skupina
1191;Andean Community countries;države Andske skupine
7205;Andean Parliament;Andski parlament
1874;Andorra;Andora
5162;Anglicanism;anglikanizem
1876;Angola;Angola
3402;Anguilla;Angvila
1878;anhydride;anhidrid
3408;animal breeding;reja živali
1755;animal disease;bolezen živali
3667;animal experimentation;poskusi na živalih
240;animal fats;živalske maščobe
1224;animal feedingstuffs;živalska krma
5877;animal health;zdravje živali
1612;animal leucosis;levkoza
972;animal life;živalstvo
1277;animal nutrition;prehrana živali
1262;animal oil;živalsko olje
2356;animal plague;živalska kuga
2737;animal product;živalski proizvod
2711;animal production;živalska proizvodnja
2845;animal protein;živalska beljakovina
3528;animal resources;živalski viri
5903;animal show;nastopanje živali
2302;animal skin;živalska koža
442765;animal taxonomy;klasifikacija živali
4576;animal tuberculosis;živalska tuberkuloza
5462;animal welfare;dobro počutje živali
355;announcement of candidacy;najava kandidature
1983;Antarctica;Antarktika
2108;Antarctic Ocean;Južno ledeno morje
4102;anthem;himna
1997;antibiotic;antibiotik
2390;anti-crisis plan;krizni načrt
3908;anti-discriminatory measure;boj proti diskriminaciji
519;anti-dumping duty;protidampinška carina
1591;anti-dumping legislation;protidampinška zakonodaja
5332;anti-dumping measure;protidampinški ukrep
5137;anti-European movement;protievropsko gibanje
7373;antiglobalisation movement;protiglobalizacijsko gibanje
3401;Antigua and Barbuda;Antigva in Barbuda
c_7dda56e2;antimicrobial resistance;protimikrobna odpornost
366;anti-missile defence;protiraketna obramba
3834;antimony;antimon
6377;anti-personnel weapon;protipehotno orožje
5593;anti-pollution device;naprava proti onesnaževanju
2000;anti-racist movement;protirasistično gibanje
2051;anti-semitism;antisemitizem
2696;anti-subsidy proceeding;protisubvencijski postopek
1592;anti-trust legislation;protitrustovska zakonodaja
2070;Anzus;ANZUS
2079;Anzus countries;države ANZUS
2086;apartheid;apartheid
6205;APEC countries;države APEC
2104;aperitif;aperitiv
2115;apiculture;čebelarstvo
3874;apparatus based on the use of rays;sevalnik
5954;appeal;pravno sredstvo
5145;appeals by private individuals;pritožbe posameznikov
2939;appeal to an administrative authority;upravna pritožba
5836;appeal to the Court (EU);tožba pred Sodiščem (EU)
5834;appeal to the European Ombudsman;pritožba evropskemu varuhu človekovih pravic
2247;application of EU law;izvajanje prava EU
2236;application of the law;uporaba zakona
2916;applied research;uporabne raziskave
3949;applied sciences;uporabne znanosti
8465;appointment of members;imenovanje članov
3559;appointment of staff;imenovanje osebja
2276;apprentice;vajenec
2284;apprenticeship;vajeništvo
1252;approval;odobritev tipa
3103;approval of tariffs;odobritev tarif
2897;approximation of laws;približevanje zakonodaje
2898;approximation of policies;približevanje politik
2570;Apulia;Apulija
2320;aquaculture;akvakultura
c_0e092eaf;aquatic ecosystem;vodni ekosistem
5741;aquatic environment;vodno okolje
2411;aquatic plant;vodna rastlina
2328;Aquitaine;Akvitanija
4121;Arab-African cooperation;arabsko-afriško sodelovanje
1793;Arab Common Market;Arabski skupni trg
1794;Arab Common Market countries;države Arabskega skupnega trga
1657;Arab League;Arabska liga
1658;Arab League countries;države Arabske lige
4448;arable land;obdelovalna zemlja
8300;Arab Maghreb Union;Unija arabskega Magreba
2171;Arab organisation;arabska organizacija
c_6e703074;Arab world;arabski svet
8517;Arad;Arad
2354;Aragon;Aragonija
2371;arbitrage;arbitražni posel
6617;arbitration;arbitraža
6005;arbitration clause;arbitražna klavzula
2396;arboriculture;drevesničarstvo
2453;archaeology;arheologija
5444;archipelago;arhipelag
4100;architectural heritage;stavbna dediščina
2471;architecture;arhitektura
2492;archives;arhiv
2503;Arctic;Arktika
2109;Arctic Ocean;Severno ledeno morje
1157;area management;urejanje prostora
6222;area of freedom, security and justice;območje svobode, varnosti in pravice
4337;area of holding;velikost kmetijskega gospodarstva
2525;Argentina;Argentina
8521;Arges;Arges
1;?rhus (county);Aarhus (okraj)
4785;arid zone;sušno območje
2628;armed forces;oborožene sile
5445;Armenia;Armenija
3499;Armenian question;armensko vprašanje
3506;arms control;nadzor nad oboroževanjem
1365;arms industry;oborožitvena industrija
3455;arms limitation;omejevanje oboroževanja
3451;arms policy;oboroževalna politika
2303;arms supply;oskrba z orožjem
7;arms trade;trgovina z orožjem
2948;aromatic plant;dišavnica
1503;arrangement of working time;razporeditev delovnega časa
3970;arrest;odvzem prostosti
670;art education;umetnostna vzgoja
6040;artificial food colouring;umetno živilsko barvilo
3308;artificial insemination;umetna osemenitev
3030;artificial intelligence;umetna inteligenca
3307;artificial reproduction;umetno razmnoževanje
7129;artist's resale right;sledna pravica
283;artistic creation;umetniško ustvarjanje
3598;artistic profession;umetniški poklic
2688;arts;umetnost
5513;art trade;trgovina z umetninami
2820;Aruba;Aruba
196;Arusha Convention;Konvencija iz Arushe
1643;asbestos;azbest
1838;ASEAN;ASEAN
1847;ASEAN countries;države ASEAN
2838;Asia;Azija
120;Asian and Pacific Council;Azijsko-pacifiški svet
3725;Asian and Pacific Development Centre;Središče za razvoj Azije in Pacifika
6336;Asian Development Bank;Azijska razvojna banka
2172;Asian organisation;azijska organizacija
4615;Asian-Pacific Parliamentarians' Union;Azijsko-pacifiška zveza parlamentarcev
2094;Asian Productivity Organisation;Azijska organizacija za produktivnost
6131;Asia–Pacific economic cooperation;Skupina za azijsko-pacifiško gospodarsko sodelovanje
2708;assembly line production;proizvodnja na tekočem traku
4546;assembly line work;delo za tekočim trakom
184;assessment;ocenjevanje
4397;assessment of prices;administrativno določanje cen
2909;assistance in training;pomoč pri izobraževanju
8407;assistant;strokovni sodelavec
6717;assisting spouse;zakonec, ki pomaga
5412;associated action for damages;adhezijski postopek
2285;associated country;pridružena država
2944;association;združenje
1663;association agreement;pridružitveni sporazum
4048;association agreement (EU);pridružitveni sporazum (EU)
116;Association Council (EU);pridružitveni svet (EU)
7415;Association of Caribbean States;Združenje karibskih držav
5657;association of local authorities;združenje občin
4153;associative movement;združevalno gibanje
6383;astronautics;astronavtika
3790;astronomy;astronomija
8441;asymmetric warfare;asimetrično vojskovanje
3904;atheism;ateizem
5443;Atlantic Arc;Atlantski greben
2110;Atlantic Ocean;Atlantski ocean
3930;atlas;atlas
3967;atmosphere;ozračje
89;atmospheric conditions;razmere v ozračju
2522;atmospheric pollutant;onesnaževalo zraka
2527;atmospheric pollution;onesnaževanje ozračja
5299;atom;atom
3423;atomic bomb;atomska bomba
5401;ATP Agreement;sporazum ATP
7889;Attica;Atika
4668;auction sale;dražba
5477;audio cassette;avdiokaseta
5191;audiovisual communications policy;avdiovizualna politika
5185;audiovisual co-production;avdiovizualna koprodukcija
487;audiovisual document;avdiovizualni dokument
3855;audiovisual equipment;avdiovizualna oprema
1366;audiovisual industry;avdiovizualna industrija
5192;audiovisual piracy;avdiovizualno piratstvo
5187;audiovisual production;avdiovizualna produkcija
5186;audiovisual programme;avdiovizualni program
6064;audit;revizija
4675;auditing;revidiranja
2461;austerity policy;varčevalna politika
4160;Australia;Avstralija
4353;Austria;Avstrija
5254;authorised catch;dovoljeni ulov
3002;authoritarian regime;avtoritarni režim
3336;automatic game;igra na avtomatu
6901;automatic vending machine;prodajni avtomat
4253;automation;avtomatizacija
6887;autonomist party;avtonomistična stranka
5119;autonomous community;avtonomna skupnost
1999;autonomous movement;avtonomistično gibanje
5246;Autonomous Province of Bolzano;avtonomna pokrajina Bolzano
5247;Autonomous Province of Trento;avtonomna pokrajina Trento
4272;autonomy;avtonomija
4364;Auvergne;Auvergne
3539;auxiliary worker;pomožni delavec
2127;available energy;ponudba energije
466;available energy resources;razpoložljivi energetski viri
2683;average price;povprečna cena
8464;avian influenza;aviarna influenca
3776;aviation fuel;kerozin
c_c8c80a5b;aviation security;varovanje v letalstvu
20;award of contract;oddaja javnega naročila
4398;axle tax;davek na število osi
5388;axle weight;osna obremenitev
5454;Azerbaijan;Azerbajdžan
5076;Azores;Azori
1240;baby food;otroška hrana
8506;Bacau;Bacau
6618;backlog of court cases;sodni zaostanki
3615;backwardness at school;zaostajanje v šoli
4560;Baden-Württemberg;Baden-Württemberg
5683;bad weather;slabo vreme
4567;Bahamas;Bahami
4572;Bahrain;Bahrajn
1272;bailiff;sodni izvršitelj
5031;bakery;pekarna
4671;balance of payments;plačilna bilanca
73;balance of payments assistance;srednjeročna finančna pomoč
4644;balance-of-payments deficit;primanjkljaj v plačilni bilanci
4884;balance sheet;bilanca
1782;balance-sheet analysis;analiza bilance stanja
3386;Balearic Islands;Baleari
4679;Bali;Bali
3425;ballistic missile;balistični izstrelek
5064;ballot paper;glasovnica
1871;Baltic Sea;Baltsko morje
5774;Baltic States;baltiške države
4732;Bangladesh;Bangladeš
4738;bank;banka
3252;bank charges;bančni stroški
408;bank deposit;bančna vloga
5044;Bank for International Settlements;Banka za mednarodne poravnave
2149;banking;bančništvo
2447;banking policy;bančna politika
3612;banking profession;bančniški poklic
3994;banking secrecy;bančna tajnost
3251;banking supervision;nadzor bančnega poslovanja
4356;banking system;bančni sistem
960;bankruptcy;stečaj
7837;Banská Bystrica region;Banskobistriški okraj
4819;bar;palica
4816;Barbados;Barbados
c_1c2d26cf;Barents Sea;Barentsovo morje
2316;barge;barža
2044;barge carrier ship;ladja za prevoz tovora v maonah
2193;barley;ječmen
2597;barring of penalties by limitation;zastaranje izvršitve kazni
4573;barter;menjava blaga za blago
672;basic education;osnovno izobraževanje
6781;basic needs;osnovne potrebe
2650;basic price;osnovna cena
3670;basic research;temeljne raziskave
4823;Basilicata;Bazilikata
2900;basis of tax assessment;davčna osnova
2225;basket of currencies;košarica valut
2289;Basque Country;Baskija
600;bathing water;kopalne vode
3755;bauxite;boksit
4835;Bavaria;Bavarska
8445;bear;medved
3759;bearing;ležaj
4682;beef;goveje meso
5012;beef animal;vol
4883;beer;pivo
4317;beet sugar;pesni sladkor
3928;behavioural sciences;behavioristične znanosti
5458;Belarus;Belorusija
5517;Belgian communities;skupnosti Belgije
4839;Belgium;Belgija
4588;Belgo-Luxembourg Economic Union;Belgijsko-luksemburška gospodarska unija
4841;Belize;Belize
6362;benchmarking;primerjalna presoja
4844;Benelux;Beneluks
4845;Benelux countries;države Beneluksa
4846;Benin;Benin
4847;Berlin;Berlin
4848;Bermuda;Bermudi
3835;beryllium;berilij
4859;BEUC;BEUC
5017;beverage;pijača
1378;beverage industry;industrija pijač
4862;Bhutan;Butan (Kraljevina)
4864;bibliography;bibliografija
4871;bicameral system;dvodomni sistem
8511;Bihor;Bihor
3462;bilateral agreement;dvostranski sporazum
845;bilateral aid;dvostranska pomoč
3196;bilateral relations;dvostranski odnosi
4888;bilingualism;dvojezičnost
4889;biochemistry;biokemija
6385;bioclimatology;bioklimatologija
4890;bioconversion;biokonverzija
4891;biodegradability;biološka razgradljivost
5463;biodiversity;biotska raznovrstnost
4892;bioenergy;bioenergija
5169;bio-ethics;bioetika
8412;biofuel;biogorivo
4900;biogas;bioplin
4905;biography;življenjepis
3796;bio-industry;bioindustrija
2080;biological standard;biološki standard
3419;biological weapon;biološko orožje
4921;biology;biologija
4930;biomass;biomasa
3697;biomaterials;biomateriali
7410;biometrics;biometrija
3795;bioprocess;biološki proces
4940;biosphere;biosfera
3797;biotechnology;biotehnologija
5464;biotope;biotop
4959;bipolarisation;bipolarizacija
5760;bird;ptica
3168;birth control;kontrola rojstev
2480;birth policy;politika rodnosti
2029;births;nataliteta
4984;biscuit factory;tovarna piškotov
4990;bismuth;bizmut
8512;Bistrita-Nasaud;Bistrita-Nasaud
3756;bituminous materials;bitumenski materiali
c_623f2583;bivalve mollusc;školjke
5736;Black Sea;Črno morje
8333;Blagoevgrad region;regija Blagoevgrad
4751;blank ballot paper;prazna glasovnica
7998;Blekinge county;Blekinško okrožje
8413;blog;spletni dnevnik
5717;blood disease;krvna bolezen
5293;blood transfusion;transfuzija
2207;blue-collar worker;delavec
1107;blue-veined cheese;sir s plesnijo
5687;boarding school;internat
115;board of directors;upravni odbor
447;board of management;vodenje družbe
c_4768a12e;Body of European Regulators for Electronic Communications;Organ evropskih regulatorjev za elektronske komunikacije
5397;boiler;kotel
5020;Bolivia;Bolivija
3825;bolt and screw industry;proizvodnja sornikov in vijakov
5468;bomber;bombnik
5022;Bonaire;Bonaire
451912;Bonaire, Saint Eustatius and Saba;Bonaire, Saint Eustatius in Saba
2098;bond;obveznica
3884;bonded wood;zgoščen les
4688;boned meat;odkoščeno meso
2619;bonus payment;dodatno nagrajevanje
1629;bookshop;knjigarna
1392;book trade;knjigotrštvo
5540;border control;mejna kontrola
1213;border war;vojna za mejo
6323;boreal forest;borealni gozd
5026;Borneo;Borneo
5027;Bornholm (regional municipality);Bornholm
736;borrowing;najem posojila
5469;Bosnia and Herzegovina;Bosna in Hercegovina
5028;botany;botanika
8505;Botosani;Botosani
5029;Botswana;Bocvana
4719;bottled wine;ustekleničeno vino
722;bottling;stekleničenje
6112;bovine spongiform encephalopathy;bovina spongiformna encefalopatija
2633;bracket price;cenovni razpon
3266;bracket rate;tarifna lestvica
8528;Braila;Braila
934;brain drain;beg možganov
4313;branch;podružnica
5985;branch of activity;dejavnost podjetja
5470;Brandenburg;Brandenburg
3661;brand name;trgovska znamka
8500;Brasov;Brasov
7830;Bratislava region;Bratislavski okraj
5040;Brazil;Brazilija
1498;breach of domicile;nedotakljivost stanovanja
2;breach of trust;zloraba zaupanja
2221;bread;kruh
2226;bread-making;peka kruha
4234;breadwinner;hranitelj družine
4341;breeder reactor;oplodni reaktor
1929;breeding animal;plemenska žival
5039;Bremen;Bremen
1858;Bretton Woods Agreement;Brettonwoodski sporazum
6821;brick;zidak
c_964c9649;BRICS countries;države BRIKS
8452;bridge;most
8371;British Antarctic Territory;Britansko antarktično ozemlje
8373;British Indian Ocean Territory;Britansko ozemlje Indijskega oceana
1299;British Virgin Islands;Britanski Deviški otoki
2024;British West Indies;Britanski Antili
5041;Brittany;Bretanja
2883;broadcasting;radiodifuzija
4698;broadcast videography;teletekst
263;broker;borzni posrednik
5046;bromine;brom
6182;browser;brskalnik
5047;brucellosis;bruceloza
5049;Brunei;Brunej
3039;Brussels region;regija glavnega mesta Bruselj
8490;Bucharest — Ilfov;Bukarešta — Ilfov
3898;buckwheat;ajda
5030;Buddhism;budizem
7339;Buddhist;budist
6730;Buddhist law;budistično pravo
5050;budget;proračun
3253;budget appropriation;razdelitev proračunskih sredstev
1959;budgetary amendment;sprememba proračuna
917;budgetary assessment;ocena proračuna
2067;budgetary classification;ekonomska klasifikacija
173;budgetary control;nadzor proračuna
6028;budgetary cooperation;sodelovanje pri proračunskih zadevah
341;budgetary discharge;razrešnica glede proračuna
5590;budgetary discipline (EU);proračunska disciplina (EU)
843;budgetary equilibrium;proračunsko ravnotežje
394;budgetary expenditure;proračunski odhodki
2574;budgetary power;proračunska pooblastila
2698;budgetary procedure;postopek sprejemanja proračuna
5866;budgetary reserve (EU);proračunska rezerva (EU)
3558;budgetary resources;viri proračunskih sredstev
4241;budgetary specification;namembnost proračunskih sredstev
5904;budgetary stabiliser;proračunski stabilizator
4301;budget authorisation;odobritev proračuna
368;budget deficit;proračunski primanjkljaj
2615;budget estimate;načrtovanje proračuna
1012;budget financing;financiranje proračuna
2448;budget policy;proračunska politika
1824;budget volume;obseg proračuna
4685;buffalo meat;bivolje meso
4290;buffer stock;državne rezerve
4831;building;zgradba
3879;building industry;gradbeništvo
1514;building insulation;izolacija zgradbe
1826;building materials;gradbeni materiali
2327;building permit;gradbeno dovoljenje
4442;building plot;stavbno zemljišče
3134;building regulations;gradbeni predpisi
5309;building safety;varnost zgradb
4414;building services;stavbna oprema
3881;building slab;gradbena plošča
4243;building speculation;špekuliranje z nepremičninami
775;building subsidy;subvencioniranje gradnje
6916;building technique;gradbena tehnika
490;built-up area;pozidano območje
1603;bulb vegetable;gomoljaste zelenjadnice
5063;Bulgaria;Bolgarija
2756;bulk product;razsuto blago
4388;bull;bik
5068;bureau of parliament;kolegij predsednika parlamenta
4174;Bureau of the EP;predsedstvo EP
8329;Burgas region;regija Burgas
6196;Burgenland;Gradiščanska
5032;Burgundy;Burgundija
1236;Burkina Faso;Burkina Faso
4966;Burma/Myanmar;Burma/Mjanmar
5072;Burundi;Burundi
4197;bus;avtobus
4703;business activity;poslovna dejavnost
644;business administration;ekonomika podjetij
1427;business data processing;poslovna informatika
6148;BusinessEurope;BusinessEurope
4606;business lease;najem poslovnih prostorov
1307;business location;kraj poslovanja
1156;business management;uprava podjetja
7201;business morals;poslovna morala
2889;business name;firma
8450;business park;območje za razvoj gospodarskih dejavnosti
2469;business policy;poslovna politika
5205;business start-up;ustanovitev podjetja
4406;business tax;davek od dohodkov iz dejavnosti
443629;business tourism;poslovni turizem
7359;bus station;avtobusna postaja
3768;butane;butan (plin)
4860;butter;maslo
5073;butter oil;masleno olje
1199;buying group;nabavno združenje
8529;Buzau;Buzau
5253;by-catch;prilov
702;by-election;nadomestne volitve
4224;by-product;stranski proizvod
3260;cabinet reshuffle;rekonstrukcija vlade
4428;cable distribution;kabelska televizija
4527;cable transport;žičniški prevoz
1844;CACM countries;države CACM
3836;cadmium;kadmij
