ID;SRC;TAR
2194;agricultural guidance;landbouworiëntatie
937;agricultural holding;landbouwonderneming
2204;agricultural implement;landbouwgereedschap
3274;agricultural insurance;landbouwverzekering
1738;agricultural labour force;landbouwarbeidskrachten
4445;agricultural land;landbouwgrond
2591;agricultural levy;landbouwheffing
1719;agricultural machinery;landbouwmachine
1788;agricultural market;landbouwmarkt
3605;agricultural performance;landbouwbedrijfsresultaat
2442;agricultural policy;landbouwbeleid
2734;agricultural product;landbouwproduct
2709;agricultural production;landbouwproductie
2477;agricultural production policy;landbouwproductiebeleid
2725;agricultural productivity;landbouwproductiviteit
2068;agricultural product nomenclature;nomenclatuur van landbouwproducten
2974;agricultural quota;landbouwquota
2814;agricultural real estate;landbouwgrondbezit
3034;agricultural region;landbouwgebied
7204;agricultural sector representative body;vertegenwoordigingsorgaan voor de landbouw
4117;agricultural situation;situatie van de landbouw
4257;agricultural statistics;landbouwstatistiek
4298;agricultural structure;landbouwstructuur
926;agricultural surplus;landbouwoverschot
613;agricultural trade;handel in landbouwproducten
4655;agricultural vehicle;landbouwvoertuig
344;agricultural waste;landbouwafval
2893;agriculture-industry relationship;relatie landbouw-industrie
2892;agriculture-trade relationship;relatie landbouw-handel
6310;agri-environmental plan;milieuplan voor de landbouw
656;agri-foodstuffs;landbouw en voeding
2511;agri-monetary policy;monetair landbouwbeleid
3736;agro-energy;agro-energie
6314;agroforestry;agrobosbouw
323;agro-industrial cropping;industriële verbouw
666;agro-industry;landbouwindustrie
2915;agronomic research;landbouwkundig onderzoek
685;agronomy;agronomie
6374;aid evaluation;evaluatie van de steun
3069;aid for restructuring;steun voor herstructurering
910;aid in kind;hulp in natura
755;aid per hectare;steun per hectare
2460;aid policy;hulpbeleid
2793;aid programme;hulpprogramma
4843;aid recipient;ontvanger van hulp
5172;AIDS;aids
3003;aid system;steunstelsel
2965;aid to agriculture;steun aan de landbouw
826;aid to disadvantaged groups;hulp aan minderbegunstigden
3076;aid to disaster victims;hulp aan getroffenen
3071;aid to industry;steun aan de industrie
3075;aid to refugees;vluchtelingenhulp
835;aid to undertakings;steun aan ondernemingen
5471;air cabotage;luchtcabotage
6012;air conditioning;klimaatbeheersing
4438;aircraft;vliegtuig
5801;aircraft carrier;vliegdekschip
1033;aircraft fleet;luchtvloot
4652;air-cushion vehicle;luchtkussenvoertuig
3439;air force;luchtmacht
4378;air freight rate;luchtvaarttarief
518;air law;luchtrecht
3125;airline;luchtvaartlijn
195;airport;luchthaven
5887;air safety;veiligheid van het luchtverkeer
859;air space;luchtruim
2039;air traffic;luchtverkeer
172;air traffic control;luchtverkeersleiding
4505;air transport;luchtvervoer
1094;ALADI;ALADI
1105;ALADI countries;ALADI-landen
6252;Åland;Åland
8499;Alba;Alba
1125;Albania;Albanië
1134;alcohol;alcohol
5018;alcoholic beverage;alcoholhoudende drank
1162;alcoholism;alcoholisme
1177;Alentejo;Alentejo
1121;Al Fujayrah;Fujairah
1204;algae;wieren
1187;Algarve;Algarve
1196;Algeria;Algerije
5431;allergy;allergie
6006;allocation clause;verdeelsleutel
222;allocation of land;bestemming van cultuurgronden
1409;allocation of resources;toewijzing van middelen
3313;allocation of seats;zetelverdeling
3321;allocation of work;arbeidsverdeling
3557;allowances and expenses;vergoedingen en onkosten
1340;alloy;legering
5845;Alpine Region;alpengebied
1430;Alsace;Elzas
4328;alternate;plaatsvervanger
2976;alternative agricultural production;alternatieve landbouwproductie
435469;alternative dispute resolution;alternatieve geschillenbeslechting
c_dcc650ef;alternative investment;alternatieve beleggingsinstelling
3289;alternative medicine;zachte geneeskunde
3957;alternative sentence;vervangende straf
4106;alternative service;civiele dienst
5950;alternative use of agricultural products;alternatief gebruik van een landbouwproduct
1446;aluminium;aluminium
7869;Alytus county;Alytus
5059;amending budget;gewijzigde begroting
1558;amendment;amendement
3703;amendment of a law;wetsherziening
1587;America;Amerika
2170;American organisation;Amerikaanse organisatie
3411;American Samoa;Amerikaans-Samoa
1664;Amnesty International;Amnesty International
3695;amorphous materials;amorf materiaal
1673;amortisation;afschrijving
c_a2e1def8;amphibian;amfibie
6270;analysis of causes;gevolgenanalyse
5300;analytical chemistry;analytische chemie
1829;anarchism;anarchisme
1859;anatomy;anatomie
5661;ancient history;klassieke geschiedenis
1873;Andalusia;Andalusië
1190;Andean Community;Andesgroep
1191;Andean Community countries;Andesgroeplanden
7205;Andean Parliament;Andesparlement
1874;Andorra;Andorra
5162;Anglicanism;anglicisme
1876;Angola;Angola
3402;Anguilla;Anguilla
1878;anhydride;anhydride
3408;animal breeding;dierlijke reproductie
1755;animal disease;dierenziekte
3667;animal experimentation;proefneming met dieren
240;animal fats;dierlijk vet
1224;animal feedingstuffs;veevoeder
5877;animal health;gezondheid van dieren
1612;animal leucosis;leukose bij dieren
972;animal life;fauna
1277;animal nutrition;voederen van dieren
1262;animal oil;dierlijke olie
2356;animal plague;veepest
2737;animal product;dierlijk product
2711;animal production;dierlijke productie
2845;animal protein;dierlijk eiwit
3528;animal resources;dierlijke reserves
5903;animal show;dierenvoorstelling
2302;animal skin;dierenhuid
442765;animal taxonomy;classificatie van dieren
4576;animal tuberculosis;diertuberculose
5462;animal welfare;welzijn van dieren
355;announcement of candidacy;kandidaatstelling
1983;Antarctica;Antarctica
2108;Antarctic Ocean;Zuidelijke IJszee
4102;anthem;volkslied
1997;antibiotic;antibioticum
2390;anti-crisis plan;anticrisisplan
3908;anti-discriminatory measure;bestrijding van discriminatie
519;anti-dumping duty;antidumpingheffing
1591;anti-dumping legislation;antidumpingwetgeving
5332;anti-dumping measure;antidumpingmaatregel
5137;anti-European movement;beweging tegen Europa
7373;antiglobalisation movement;antiglobaliseringsbeweging
3401;Antigua and Barbuda;Antigua en Barbuda
c_7dda56e2;antimicrobial resistance;antimicrobiële resistentie
366;anti-missile defence;raketafweer
3834;antimony;antimoon
6377;anti-personnel weapon;antipersoneel(s)mijn
5593;anti-pollution device;voorziening tegen vervuiling
2000;anti-racist movement;antiracismebeweging
2051;anti-semitism;antisemitisme
2696;anti-subsidy proceeding;antisubsidieprocedure
1592;anti-trust legislation;antitrustwetgeving
2070;Anzus;ANZUS
2079;Anzus countries;ANZUS-landen
2086;apartheid;apartheid
6205;APEC countries;APEC-landen
2104;aperitif;aperitief
2115;apiculture;bijenteelt
3874;apparatus based on the use of rays;stralingsapparaat
5954;appeal;rechtsmiddel
5145;appeals by private individuals;beroep voor particulieren
2939;appeal to an administrative authority;beroep in administratieve zaken
5836;appeal to the Court (EU);beroepsprocedure (EU)
5834;appeal to the European Ombudsman;beroep bij de Europese Ombudsman
2247;application of EU law;toepassing van het EU-recht
2236;application of the law;toepassing van de wet
2916;applied research;toegepast onderzoek
3949;applied sciences;toegepaste wetenschappen
8465;appointment of members;benoeming van de leden
3559;appointment of staff;personeelsbenoeming
2276;apprentice;leerjongen
2284;apprenticeship;assistentschap
1252;approval;homologatie
3103;approval of tariffs;homologatie van tarieven
2897;approximation of laws;harmonisatie van de wetgevingen
2898;approximation of policies;harmonisatie van het beleid
2570;Apulia;Puglia
2320;aquaculture;watercultuur
c_0e092eaf;aquatic ecosystem;aquatisch ecosysteem
5741;aquatic environment;aquatisch milieu
2411;aquatic plant;waterplant
2328;Aquitaine;Aquitaine
4121;Arab-African cooperation;Arabisch-Afrikaanse samenwerking
1793;Arab Common Market;Arabische Gemeenschappelijke Markt
1794;Arab Common Market countries;landen van de Arabische Gemeenschappelijke Markt
1657;Arab League;Arabische Liga
1658;Arab League countries;Arabische Liga-landen
4448;arable land;akkerland
8300;Arab Maghreb Union;Unie van de Arabische Maghreb
2171;Arab organisation;Arabische organisatie
c_6e703074;Arab world;Arabische wereld
8517;Arad;Arad
2354;Aragon;Aragon
2371;arbitrage;financiële arbitrage
6617;arbitration;arbitrage
6005;arbitration clause;arbitragebeding
2396;arboriculture;boomkwekerij
2453;archaeology;archeologie
5444;archipelago;archipel
4100;architectural heritage;architecturaal erfgoed
2471;architecture;architectuur
2492;archives;archief
2503;Arctic;Arctica
c_764bcd4e;Arctic Council;Arctische Raad
2109;Arctic Ocean;Noordelijke IJszee
1157;area management;ruimtelijk beheer
6222;area of freedom, security and justice;ruimte van vrijheid, veiligheid en rechtvaardigheid
4337;area of holding;bedrijfsoppervlakte
2525;Argentina;Argentinië
8521;Arges;Arges
1;Århus (county);Aarhus (provincie)
4785;arid zone;droogtezone
2628;armed forces;krijgsmacht
5445;Armenia;Armenië
3499;Armenian question;Armeense kwestie
3506;arms control;wapenbeheersing
1365;arms industry;wapenindustrie
3455;arms limitation;wapenbeperking
3451;arms policy;bewapeningspolitiek
2303;arms supply;wapenvoorziening
7;arms trade;wapenhandel
2948;aromatic plant;aromatische plant
1503;arrangement of working time;indeling van de werktijd
3970;arrest;arrestatie
670;art education;artistieke vorming
6040;artificial food colouring;synthetische levensmiddelenkleurstof
3308;artificial insemination;kunstmatige inseminatie
3030;artificial intelligence;kunstmatige intelligentie
3307;artificial reproduction;kunstmatige voortplanting
7129;artist's resale right;volgrecht
283;artistic creation;artistieke schepping
3598;artistic profession;beroep in de kunst
2688;arts;kunsten
5513;art trade;handel in kunstvoorwerpen
2820;Aruba;Aruba
196;Arusha Convention;Conventie van Arusha
1643;asbestos;asbest
1838;ASEAN;ASEAN
1847;ASEAN countries;ASEAN-landen
2838;Asia;Azië
120;Asian and Pacific Council;Raad van Azië en de Stille Oceaan
3725;Asian and Pacific Development Centre;Centrum voor de ontwikkeling van Azië en de Stille Oceaan
6336;Asian Development Bank;Aziatische Ontwikkelingsbank
2172;Asian organisation;Aziatische organisatie
4615;Asian-Pacific Parliamentarians' Union;Unie van Aziatische en Pacifische parlementsleden
2094;Asian Productivity Organisation;Aziatische Organisatie voor de productiviteit
6131;Asia–Pacific economic cooperation;Economische Samenwerking Azië-Stille Oceaan
2708;assembly line production;productie aan de lopende band
4546;assembly line work;lopendebandwerk
184;assessment;controle van de kennis
4397;assessment of prices;taxatie van de prijzen
2909;assistance in training;vormingshulp
8407;assistant;assistent
6717;assisting spouse;meewerkende echtgenoot
5412;associated action for damages;burgerlijk geding
2285;associated country;geassocieerd land
2944;association;vereniging
1663;association agreement;associatieovereenkomst
4048;association agreement (EU);associatieovereenkomst (EU)
116;Association Council (EU);Associatieraad (EU)
7415;Association of Caribbean States;Associatie van Caraïbische Staten
5657;association of local authorities;vereniging van lagere overheden
4153;associative movement;verenigingswerk
6383;astronautics;ruimtevaartwetenschap
3790;astronomy;sterrenkunde
8441;asymmetric warfare;asymmetrische oorlog
3904;atheism;atheïsme
5443;Atlantic Arc;Atlantische boog
2110;Atlantic Ocean;Atlantische Oceaan
3930;atlas;atlas
3967;atmosphere;atmosfeer
89;atmospheric conditions;atmosferische omstandigheden
2522;atmospheric pollutant;luchtverontreinigende stof
2527;atmospheric pollution;luchtverontreiniging
5299;atom;atoom
3423;atomic bomb;atoombom
5401;ATP Agreement;ATP-overeenkomst
7889;Attica;Attika
4668;auction sale;veiling
5477;audio cassette;audiocassette
5191;audiovisual communications policy;audiovisueel beleid
5185;audiovisual co-production;audiovisuele coproductie
487;audiovisual document;audiovisueel document
3855;audiovisual equipment;audiovisueel materiaal
1366;audiovisual industry;audiovisuele industrie
5192;audiovisual piracy;audiovisuele piraterij
5187;audiovisual production;audiovisuele productie
5186;audiovisual programme;audiovisueel programma
6064;audit;audit
4675;auditing;verificatie van de rekeningen
2461;austerity policy;bezuinigingsbeleid
4160;Australia;Australië
4353;Austria;Oostenrijk
5254;authorised catch;toegestane vangst
3002;authoritarian regime;autoritair stelsel
3336;automatic game;speelautomaat
6901;automatic vending machine;automaat
4253;automation;automatisering
6887;autonomist party;onafhankelijkheidspartij
5119;autonomous community;autonome gemeenschap
1999;autonomous movement;autonomistische beweging
5246;Autonomous Province of Bolzano;Autonome Provincie Bolzano
5247;Autonomous Province of Trento;Autonome Provincie Trento
4272;autonomy;autonomie
4364;Auvergne;Auvergne
c_0a700c19;Auvergne-Rhône-Alpes;Auvergne-Rhône-Alpes
3539;auxiliary worker;hulpkracht
2127;available energy;aanbod van energie
466;available energy resources;beschikbaarheid van energie
2683;average price;middenprijs
8464;avian influenza;vogelgriep
3776;aviation fuel;vliegtuigbrandstof
c_c8c80a5b;aviation security;luchtvaartbeveiliging
20;award of contract;openbare aanbesteding
4398;axle tax;belasting naar aantal assen
5388;axle weight;asdruk
5454;Azerbaijan;Azerbeidzjan
5076;Azores;Azoren
1240;baby food;kindervoeding
8506;Bacau;Bacau
6618;backlog of court cases;gerechtelijke achterstand
3615;backwardness at school;leerachterstand
4560;Baden-Württemberg;Baden-Württemberg
5683;bad weather;weer en wind
4567;Bahamas;Bahama's
4572;Bahrain;Bahrein
1272;bailiff;gerechtsdeurwaarder
5031;bakery;bakkerij
4671;balance of payments;betalingsbalans
73;balance of payments assistance;financiële steun
4644;balance-of-payments deficit;deficitaire balans
4884;balance sheet;balans
1782;balance-sheet analysis;balansanalyse
3386;Balearic Islands;Balearen
4679;Bali;Bali
3425;ballistic missile;ballistische raket
5064;ballot paper;stembiljet
1871;Baltic Sea;Oostzee
c_12742da8;Baltic Sea region;Oostzeegebied
5774;Baltic States;Baltische staten
4732;Bangladesh;Bangladesh
4738;bank;bank
3252;bank charges;bankkosten
408;bank deposit;bankdeposito
5044;Bank for International Settlements;Bank voor Internationale Betalingen
2149;banking;bankactiviteit
2447;banking policy;bankbeleid
3612;banking profession;beroep in het bankwezen
3994;banking secrecy;bankgeheim
3251;banking supervision;bankcontrole
4356;banking system;banksysteem
960;bankruptcy;faillissement
7837;Banská Bystrica region;regio Banská Bystrica
4819;bar;staaf
4816;Barbados;Barbados
c_1c2d26cf;Barents Sea;Barentszzee
2316;barge;aak
2044;barge carrier ship;lichtermoederschip
2193;barley;gerst
2597;barring of penalties by limitation;strafverjaring
4573;barter;ruilhandel
672;basic education;elementair onderwijs
6781;basic needs;levensbehoeften
2650;basic price;basisprijs
3670;basic research;basisonderzoek
4823;Basilicata;Basilicata
2900;basis of tax assessment;belastinggrondslag
2225;basket of currencies;valutapakket
2289;Basque Country;Baskische provincies
600;bathing water;zwemwater
3755;bauxite;bauxiet
4835;Bavaria;Beieren
8445;bear;beer
3759;bearing;lager
4682;beef;rundvlees
5012;beef animal;rund
4883;beer;bier
4317;beet sugar;bietsuiker
3928;behavioural sciences;gedragswetenschap
5458;Belarus;Belarus
5517;Belgian communities;gemeenschappen van België
4839;Belgium;België
4588;Belgo-Luxembourg Economic Union;Belgisch-Luxemburgse Economische Unie
4841;Belize;Belize
6362;benchmarking;benchmarking
4844;Benelux;Benelux
4845;Benelux countries;Benelux-landen
4846;Benin;Benin
4847;Berlin;Berlijn
4848;Bermuda;Bermuda
3835;beryllium;beryllium
4859;BEUC;BEUC
5017;beverage;drank
1378;beverage industry;drankenindustrie
4862;Bhutan;Bhutan
4864;bibliography;bibliografie
4871;bicameral system;tweekamerstelsel
c_bf1e2c81;big data;big data
8511;Bihor;Bihor
3462;bilateral agreement;bilaterale overeenkomst
845;bilateral aid;bilaterale hulp
3196;bilateral relations;bilaterale betrekking
4888;bilingualism;tweetaligheid
4889;biochemistry;biochemie
6385;bioclimatology;bioklimatologie
4890;bioconversion;bioconversie
4891;biodegradability;biologische afbreekbaarheid
5463;biodiversity;biodiversiteit
4892;bioenergy;bio-energie
5169;bio-ethics;bio-ethiek
8412;biofuel;biobrandstof
4900;biogas;biogas
4905;biography;biografie
3796;bio-industry;bio-industrie
2080;biological standard;biologische norm
3419;biological weapon;biologisch wapen
4921;biology;biologie
4930;biomass;biomassa
3697;biomaterials;biomateriaal
7410;biometrics;biometrie
3795;bioprocess;bioprocédé
4940;biosphere;biosfeer
3797;biotechnology;biotechnologie
5464;biotope;biotoop
4959;bipolarisation;politieke polarisatie
5760;bird;vogel
3168;birth control;geboorteregeling
2480;birth policy;geboortebeleid
2029;births;geboortecijfer
4984;biscuit factory;koekjesfabriek
4990;bismuth;bismut
8512;Bistrita-Nasaud;Bistrița Năsăud
3756;bituminous materials;bitumineus materiaal
c_623f2583;bivalve mollusc;tweekleppig weekdier
5736;Black Sea;Zwarte Zee
8333;Blagoevgrad region;regio Blagoevgrad
4751;blank ballot paper;blanco stem
7998;Blekinge county;Blekinge
c_ab84e157;blockchain;blockchain
8413;blog;blog
5717;blood disease;bloedziekte
5293;blood transfusion;bloedtransfusie
2207;blue-collar worker;arbeider
1107;blue-veined cheese;schimmelkaas
5687;boarding school;kostschool
115;board of directors;raad van bestuur
447;board of management;bedrijfsleiding
c_4768a12e;Body of European Regulators for Electronic Communications;Orgaan van Europese regelgevende instanties voor elektronische communicatie
5397;boiler;verwarmingsketel
5020;Bolivia;Bolivia
3825;bolt and screw industry;bouten- en schroevenfabriek
5468;bomber;bommenwerper
5022;Bonaire;Bonaire
451912;Bonaire, Saint Eustatius and Saba;Bonaire, Sint Eustatius en Saba
2098;bond;obligatie
3884;bonded wood;spaanplaat
4688;boned meat;uitgebeend vlees
2619;bonus payment;loonpremie
1629;bookshop;boekhandel
1392;book trade;boekensector
5540;border control;grenscontrole
1213;border war;grensoorlog
6323;boreal forest;boreaal bos
5026;Borneo;Borneo
5027;Bornholm (regional municipality);Bornholm (regionale gemeente)
736;borrowing;ontlening
5469;Bosnia and Herzegovina;Bosnië-Herzegovina
5028;botany;plantkunde
8505;Botosani;Botosani
5029;Botswana;Botswana
4719;bottled wine;gebottelde wijn
722;bottling;bottelen
c_f2f1fb47;Bourgogne-Franche-Comté;Bourgogne-Franche-Comté
6112;bovine spongiform encephalopathy;boviene spongiforme encefalopathie
2633;bracket price;maximum- en minimumprijs
3266;bracket rate;maximum- en minimumtarief
8528;Braila;Braila
934;brain drain;braindrain
4313;branch;filiaal
5985;branch of activity;bedrijfstak
5470;Brandenburg;Brandenburg
3661;brand name;handelsmerk
8500;Brasov;Brasov
7830;Bratislava region;regio Bratislava
5040;Brazil;Brazilië
1498;breach of domicile;onschendbaarheid van de woning
2;breach of trust;misbruik van vertrouwen
2221;bread;brood
2226;bread-making;broodbereiding
4234;breadwinner;kostwinner
4341;breeder reactor;kweekreactor
1929;breeding animal;fokdier
5039;Bremen;Bremen
1858;Bretton Woods Agreement;Overeenkomst van Bretton Woods
6821;brick;baksteen
c_964c9649;BRICS countries;BRICS-landen
8452;bridge;brug
8371;British Antarctic Territory;Brits-Antarctica
8373;British Indian Ocean Territory;Brits gebied in de Indische Oceaan
1299;British Virgin Islands;Britse Maagdeneilanden
2024;British West Indies;Engelse Antillen
5041;Brittany;Bretagne
2883;broadcasting;radiouitzending
4698;broadcast videography;uitgezonden videografie
263;broker;makelaar
5046;bromine;broom
6182;browser;browser
5047;brucellosis;brucellose
5049;Brunei;Brunei
3039;Brussels region;Hoofdstedelijk Gewest Brussels
8490;Bucharest — Ilfov;Boekarest — Ilfov
3898;buckwheat;boekweit
5030;Buddhism;boeddhisme
7339;Buddhist;boeddhist
6730;Buddhist law;boeddhistisch recht
5050;budget;begroting
3253;budget appropriation;begrotingskrediet
1959;budgetary amendment;wijziging van de begroting
917;budgetary assessment;raming van de begroting
2067;budgetary classification;begrotingsnomenclatuur
173;budgetary control;begrotingscontrole
6028;budgetary cooperation;budgettaire samenwerking
341;budgetary discharge;kwijting van de begroting
5590;budgetary discipline (EU);begrotingsdiscipline (EU)
843;budgetary equilibrium;budgettair evenwicht
394;budgetary expenditure;begrotingsuitgave
2574;budgetary power;begrotingsbevoegdheid
2698;budgetary procedure;begrotingsprocedure
5866;budgetary reserve (EU);begrotingsreserve (EU)
3558;budgetary resources;budgettaire middelen
4241;budgetary specification;begrotingsspecificatie
5904;budgetary stabiliser;uitgaven stabiliserende maatregel
4301;budget authorisation;begrotingsrecht
368;budget deficit;begrotingstekort
2615;budget estimate;begrotingsraming
1012;budget financing;financiering van de begroting
2448;budget policy;begrotingsbeleid
1824;budget volume;begrotingsomvang
4685;buffalo meat;buffelvlees
4290;buffer stock;buffervoorraad
4831;building;gebouw
3879;building industry;bouwnijverheid
1514;building insulation;isolatie van gebouwen
1826;building materials;bouwmaterialen
2327;building permit;bouwvergunning
4442;building plot;bouwterrein
3134;building regulations;bouwvoorschriften
5309;building safety;veiligheid van gebouwen
4414;building services;technische voorzieningen van gebouwen
3881;building slab;bouwplaat
4243;building speculation;bouwspeculatie
775;building subsidy;steun aan de bouwnijverheid
6916;building technique;bouwtechniek
490;built-up area;agglomeratie
1603;bulb vegetable;bolgewas
5063;Bulgaria;Bulgarije
2756;bulk product;onverpakt product
4388;bull;stier
5068;bureau of parliament;parlementspresidium
4174;Bureau of the EP;bureau van het EP
8329;Burgas region;regio Burgas
6196;Burgenland;Burgenland
5032;Burgundy;Bourgogne
1236;Burkina Faso;Burkina Faso
4966;Burma/Myanmar;Birma/Myanmar
5072;Burundi;Burundi
4197;bus;autobus
4703;business activity;bedrijf
644;business administration;bedrijfseconomie
c_de4d6f2f;business cluster;bedrijvencluster
1427;business data processing;bedrijfsbeheerssysteem
6148;BusinessEurope;BusinessEurope
4606;business lease;huurcontract van een winkel
1307;business location;vestigen van een bedrijf
1156;business management;bedrijfsbeheer
7201;business morals;economische ethiek
2889;business name;handelsnaam
8450;business park;bedrijvenpark
