Term,Freq
zdravilo,7460
riž,7453
oskrba,7443
Finska,7312
Norveška,7288
zdravstveno varstvo,7266
Madžarska,7231
uradnik,7199
maslo,7168
bilanca,7131
perutnina,7127
Grčija,7111
prodajna cena,7095
kredit,7041
trup,7006
dohodek,6998
izobraževanje,6956
zdravje živali,6947
Evropska komisija,6865
upravni odbor,6787
ministrstvo,6640
Irska,6635
Avstrija,6612
rezerve,6609
Švica,6595
proračunsko leto,6555
delovno mesto,6504
uvozna cena,6492
zakonik,6452
poslovnik,6322
kombinirana nomenklatura,6298
carina,6232
izvozno nadomestilo,6085
provinca,6051
Danska,6031
pnevmatika,6010
prehrana ljudi,5981
tarifna kvota,5969
Združene države,5962
koruza,5955
Indija,5953
zračni promet,5931
skupno podjetje,5926
Švedska,5921
minister,5892
steklo,5887
tovor,5886
potrošnja,5823
lastna sredstva,5802
DDV,5740
Hrvaška,5739
Amerika,5732
zavarovalnica,5725
izvedbeni sklep,5721
profil,5677
Ciper,5665
železo,5569
izvozno dovoljenje,5564
pšenica,5534
izvedeni finančni instrument,5514
rezervacija,5501
ptica,5364
inovacija,5312
izvozna cena,5229
donosnost,5224
pijača,5203
podružnica,5199
Litva,5193
ribiško plovilo,5187
nepremičnine,5164
izmenjava informacij,5162
potni list,5089
splošni proračun,5070
Češka,5061
kmet,5038
Afganistan,5025
obveznica,5011
države Efte,4999
Slovenija,4972
finančna institucija,4971
delničar,4943
delegirana uredba,4933
oksid,4931
ravnina,4920
Ukrajina,4911
ovca,4833
črpalka,4829
Islandija,4806
Slovaška,4770
kmetijski trg,4753
ribiški proizvod,4721
Estonija,4700
kmetijsko gospodarstvo,4691
Pogodba o Evropski uniji,4681
bombaž,4662
potovanje,4639
odločanje,4639
mednarodna organizacija,4639
trgovec,4634
tržno leto,4625
človekove pravice,4625
finančna pomoč,4617
Eurosistem,4607
spletna stran,4606
kultura,4586
vozniki,4574
družina,4548
skupni ukrep,4525
škrob,4511
posadka,4506
ogljikovodik,4497
kopitarji,4483
koza,4478
prebivališče,4475
obala,4421
medicina,4420
priročnik,4419
Bremen,4392
gospodinjstvo,4376
denarni tok,4350
embalaža,4334
protidampinški ukrep,4324
posrednik,4260
pesticid,4175
konfederacija,4166
Evropska centralna banka,4148
javno naročilo,4134
poškodba,4107
denar,4106
skupno stališče,4092
reprezentativna cena,4083
označba porekla,4062
lastnina,4061
razpredelnica,4050
Kanada,4048
traktor,4033
Turčija,4009
zakol,4002
javna služba,3962
poroštvo,3929
zaupnost,3874
Rusija,3854
ogrevanje,3845
grozdje,3830
prosti promet,3772
ogljik,3724
euro,3712
Iran,3682
mediji,3681
dodana vrednost,3678
palica,3659
Bosna in Hercegovina,3650
Luksemburg,3629
motorno vozilo,3618
žica,3617
hrup,3612
tranzit,3610
sir,3604
tržno gospodarstvo,3596
skupni trg,3579
najem,3579
konkurenčnost,3577
onesnaževanje,3575
krompir,3567
gospodarska dejavnost,3562
goljufija,3550
Odbor regij,3528
Tajska,3519
proizvodna zmogljivost,3515
barvilo,3507
bonitetna ocena,3489
oljčno olje,3487
tržna cena,3483
zlitina,3470
železniški promet,3463
socialna varnost,3458
premog,3456
programska oprema,3436
cepljenje,3411
prevozno sredstvo,3402
perutninsko meso,3392
kaznivo dejanje,3384
fizična oseba,3363
carinska tarifa,3345
stranski proizvod,3318
opazovanje,3310
operativni program,3265
informacijski sistem,3262
usnje,3262
izdelek s poreklom,3247
euroobmočje,3246
opravljanje storitev,3243
varstvo okolja,3206
onesnaževalo,3202
ribogojstvo,3183
prodaja na drobno,3160
toplogredni plin,3150
opazovalec,3135
tehnični predpisi,3130
skupna carinska tarifa,3121
svetovanje,3102
Afrika,3085
moški,3077
prikaz,3076
odlok,3066
veterinar,3058
vol,3058
pomanjkanje,3052
predplačilo,3041
Lihtenštajn,3040
kandidat,3022
holding,3020
javno zdravje,3015
Makedonija,3013
delodajalec,3009
volna,2998
mikroorganizem,2965
varstvo podatkov,2939
peč,2935
saharoza,2930
tehnični standard,2930
nevarna snov,2920
dražba,2907
kadrovski predpisi,2902
klasifikacija,2882
avtomobil,2879
Evropski svet,2867
zgradba,2850
sveže meso,2846
količinska omejitev,2844
mlečni izdelek,2841
zemeljski plin,2837
Nekdanja jugoslovanska republika Makedonija,2834
dušik,2828
Eurostat,2820
kamen,2816
smola,2804
prejemek,2770
ženska,2764
TARIC,2754
oglaševanje,2751
elektrarna,2732
poslovni izid,2732
Pakistan,2727
destilacija,2727
računalnik,2711
približevanje zakonodaje,2699
raziskave in razvoj,2697
tobak,2696
standardizacija,2683
Indonezija,2655
Malezija,2650
sodna praksa,2649
škodljivi organizem,2637
vodik,2629
Tajvan,2609
zabojnik,2606
požar,2601
Kosovo,2598
topilo,2593
uradni jezik,2593
obnovljivi viri,2589
veliko podjetje,2576
Brazilija,2571
odškodnina,2549
Srbija,2539
OECD,2534
aluminij,2525
javna storitev,2522
baker,2521
Kongo,2517
pozavarovanje,2513
intelektualna lastnina,2490
cepivo,2489
domači trg,2459
vozniško dovoljenje,2441
zadruga,2439
povprečna cena,2425
smetana,2423
Peru,2420
stalno prebivališče,2419
regionalna pomoč,2413
fundacija,2408
izvrševanje proračuna,2407
oblačila,2401
živa žival,2399
likvidacija,2398
gora,2389
sirup,2372
navadna pšenica,2367
Romunija,2357
politika,2349
hčerinska družba,2348
obdelava podatkov,2338
Japonska,2331
mednarodni standard,2325
glasovanje,2307
zaslon,2305
tekstilni izdelek,2301
telefon,2282
države AKP,2281
surovi sladkor,2248
energetska učinkovitost,2244
bankovci,2242
sintetično vlakno,2218
davčni zavezanec,2216
produktivnost,2207
civilna družba,2206
Črna gora,2194
pravna podlaga,2191
proizvodni stroški,2184
beli sladkor,2177
poraba energije,2170
zračni prostor,2162
Mali,2156
ERS,2156
poslovodenje,2156
gospodarski viri,2146
vozni park,2146
Izrael,2140
srebro,2129
taksi,2128
delovni čas,2123
južna Afrika,2123
gozd,2116
pitanje,2114
polimer,2103
mleko v prahu,2091
Avstralija,2084
zbiranje podatkov,2076
obvladovanje tveganja,2071
finančne storitve,2065
Tunizija,2060
prevoz blaga,2051
amortizacija,2050
forum,2047
kalcij,2038
razmnoževanje,2030
raki,2028
smrt,2019
trošarina,2017
kotel,2015
sladilo,2015
blago in storitve,2010
trajnostni razvoj,2008
prihranki,1993
Alžirija,1988
svinec,1986
zapor,1982
privilegij,1982
goveje meso,1981
ječmen,1981
delovna sila,1979
dnevni red,1979
računovodja,1970
igre,1965
prenosno omrežje,1962
fotografija,1948
nacionalno pravo,1946
Maroko,1944
mesni izdelek,1931
prašičje meso,1907
donacija,1907
finančni trg,1903
zaključni račun,1881
sofinanciranje,1879
države v razvoju,1874
finančno poslovodenje,1870
kisik,1854
pravno sredstvo,1847
Latvija,1844
raziskovalci,1842
življenjska doba,1825
odredba,1816
reševanje sporov,1810
Europol,1806
plemenita kovina,1805
publikacija,1802
Albanija,1802
nasilje,1794
dodatna dajatev,1789
mehkužec,1787
prehrana živali,1782
zdravstveno zavarovanje,1780
mednarodni sporazum,1780
pomoč za prestrukturiranje,1779
organ Skupnosti,1767
SEV,1767
stanovanje,1765
migracija,1759
volitve,1756
srednje veliko podjetje,1756
najnižja cena,1750
GATT,1749
EKSRP,1749
žrtev,1747
televizija,1742
finančni položaj,1739
podjetje v težavah,1733
ostanki pesticidov,1726
telefaks,1723
etanol,1722
Belorusija,1718
sodnik,1714
ustanavljanje,1713
zakonitost,1709
izredne razmere,1706
gnojilo,1697
fosfat,1693
okvirni sporazum,1692
podatkovna zbirka,1670
trg dela,1669
kvalificirana večina,1661
Madagaskar,1659
država članica EU,1650
regionalni razvoj,1649
uran,1637
prenos podatkov,1636
oddaja ponudbe,1633
vode EU,1631
sporazum o sodelovanju,1627
Malta,1620
cestni promet,1614
odpadne vode,1610
mednarodne vode,1609
sledljivost,1598
Egipt,1593
javni interes,1589
izravnalna dajatev,1588
ESPJ,1584
helikopter,1584
železniški vozni park,1583
Moldavija,1577
Zelandija,1575
ustava,1569
Libija,1566
zlato,1558
divjad,1551
tisk,1549
ribolovno območje,1548
zdravstveno spričevalo,1546
popis,1544
navzkrižje interesov,1542
lov,1541
mednarodna trgovina,1537
mednarodna konvencija,1536
sodna odločba,1534
zatiranje,1531
Grenlandija,1526
izoglukoza,1516
Severna Irska,1515
življenjsko zavarovanje,1512
gospodarska družba,1511
Nova Zelandija,1508
družba za upravljanje,1503
led,1502
okvirni sklep,1501
školjke,1500
sodni postopek,1488
poslovna dejavnost,1483
živo srebro,1479
fosfor,1478
Ferski otoki,1474
vitamin,1471
celinska plovna pot,1469
javno pravo,1462
čaj,1457
privatizacija,1448
Kazahstan,1447
ocean,1441
naložbeni projekt,1439
varstvo potrošnikov,1439
izvajalska agencija,1439
drevo,1435
kozmetični izdelek,1432
mir,1431
vpliv na okolje,1431
encim,1427
sladkorna pesa,1423
pločevina,1421
dostop do informacij,1411
elektronska pošta,1402
Gruzija,1381
pravna država,1380
učenje,1380
poklicno usposabljanje,1374
živalski proizvod,1372
upravno sodelovanje,1370
Filipini,1370
Kohezijski sklad,1364
ekosistem,1360
dvostranski sporazum,1360
Gvineja,1359
tveganje za zdravje,1350
cement,1346
investicijska družba,1344
upravni postopek,1344
računovodstvo,1341
begunec,1340
pravna pomoč,1339
Sudan,1333
kadmij,1331
Argentina,1329
predelan proizvod,1327
krava,1324
turizem,1323
dediščina,1314
glukoza,1309
samozaposleni,1308
denarna kazen,1305
kava,1304
osnovni proizvod,1303
Vietnam,1301
pokojninski sklad,1300
stečaj,1299
telekomunikacije,1280
bančništvo,1276
proizvod iz ribogojstva,1275
ribolovni viri,1267
mnenje Komisije,1260
končni izdelek,1259
brezposelnost,1257
biomasa,1252
varnostni standard,1251
gradbeništvo,1240
Komori,1231
program pomoči,1230
priimek,1228
nesnice,1218
most,1213
preizkušanje,1212
tvegani kapital,1211
policija,1211
javna uprava,1205
EKUJS,1205
Mehika,1204
univerza,1202
znanje in izkušnje,1194
posneto mleko,1191
konzorcij,1190
cena CIF,1182
Eurojust,1180
okraj,1176
cestni prevoz,1174
načelo sorazmernosti,1171
Sodišče za uslužbence,1168
ponovni izvoz,1163
informacijska tehnologija,1160
akcijski program,1159
polizdelek,1158
demokracija,1157
Irak,1155
Politični in varnostni odbor,1154
prerazporeditev,1150
lan,1149
mlečna maščoba,1147
korupcija,1143
Libanon,1135
administrator,1131
Demokratična republika Kongo,1129
Slonokoščena obala,1126
znanstveno mnenje,1126
Azija,1122
atom,1118
državni organi,1117
oddaja javnega naročila,1114
strukturni skladi,1111
Zelenortski otoki,1111
intervencijske zaloge,1110
citrus,1109
kodeks ravnanja,1109
evropski standard,1102
vrtanje,1101
računalniški sistem,1094
Andora,1093
magnezij,1086
Jordanija,1086
ležaj,1084
investicijska banka,1082
ravnanje z odpadki,1081
javno podjetje,1080
steklina,1080
sirek,1077
Sodišče Evropske unije,1077
patent,1074
dobro počutje živali,1070
stekleno vlakno,1070
prevoz nevarnega blaga,1069
odvetnik,1067
aktivno oplemenitenje,1065
Kjotski protokol,1064
nevladna organizacija,1057
carinske dajatve,1057
oborožene sile,1056
nasad,1055
izvozni kredit,1054
nadomestni član,1053
tlačna oprema,1053
posebni postopek,1052
oblikovanje cen,1052
revščina,1050
pranje denarja,1050
poštne storitve,1046
zunanja trgovina,1046
Varnostni svet ZN,1046
EKJS,1043
biotska raznovrstnost,1043
podpis sporazuma,1043
podjetništvo,1041
šport,1039
naravna nesreča,1032
javni red,1022
telečje meso,1022
načelo subsidiarnosti,1020
intervencijska cena,1018
zdravnik,1016
kakav,1010
slad,1005
devizni tečaj,1003
nevarni odpadki,1001
podnebje,995
politična stranka,992
Kolumbija,989
Hongkong,988
FAO,988
povečanje kapitala,987
gospodarski razvoj,985
Sredozemsko morje,981
jezero,981
inflacija,980
pomoč v hrani,978
Evropska investicijska banka,978
stročnice,975
biogorivo,973
zvezna država,971
Evropski socialni sklad,970
začasni uvoz,962
Jemen,961
univerzalna storitev,960
katalog,959
nova tehnologija,959
veterina,958
radiodifuzija,954
Somalija,953
avtobus,950
informacijska družba,948
globalizacija,944
kazenski postopek,943
standard kakovosti,937
alge,937
nadzor trga,935
določanje cen,933
Čile,931
toplotna črpalka,931
sindikat,929
začimba,928
tanker,928
antibiotik,927
vinograd,925
kmetijsko zemljišče,924
prevozna listina,923
parcela,923
Evropski sistem centralnih bank,919
najvišja cena,919
cena na enoto,913
zakonodajni postopek,910
turbina,910
matična družba,899
humanitarna pomoč,891
naravni viri,889
invalid,884
Liberija,883
pluta,883
beton,883
hranilnica,880
znižanje cen,880
odložitev,879
jedrska varnost,879
zaliv,875
oves,875
keramika,874
surova nafta,869
imenovanje članov,866
soja,864
finančna stabilnost,862
gospodarski položaj,861
simulacija,859
proizvodnja živil,858
posneto mleko v prahu,857
referenčna cena,855
ribič,854
akvakultura,851
mednarodno sodelovanje,850
alkoholna pijača,850
zoonoza,849
eterično olje,848
drobovina,844
odpust,843
pitna voda,842
enako obravnavanje,842
nacionalni parlament,841
Svetovna trgovinska organizacija,839
tržna ureditev,837
Berlin,837
bencin,835
Gibraltar,833
interesna skupina,832
tirno vozilo,831
gospodarsko sodelovanje,830
prosti trg,829
vozovnica,828
časopis,827
delegacija Unije,824
prenos pooblastil,821
hladilnica,821
peneče vino,820
oljnica,817
dizelsko gorivo,817
socialni partnerji,816
Baltsko morje,810
površinska voda,810
orožje za množično uničevanje,807
metanol,806
Sardinija,799
delniška družba,794
zamrzovanje,794
Kanarski otoki,794
ločitev,793
javne finance,793
carinski dolg,791
zaposlene osebe,791
prevladujoč položaj,791
čezmejno sodelovanje,790
nosilnost,790
davčni sistem,789
kulturna dediščina,789
želatina,786
izročitev,785
izpit,784
melasa,783
javni uslužbenec,780
carinska vrednost,779
vojna,779
kunec,776
pridružitveni sporazum,775
Srednjeafriška republika,774
tekstilno vlakno,773
pomorski prevoz,773
priseljevanje,770
makrofinančna pomoč,770
davčna olajšava,770
Ceuta,769
koncentrat,769
jedrska elektrarna,768
ekonomija,765
izstrelek,762
podtalnica,761
dovoljeni ulov,761
Škotska,760
izvozna dajatev,755
družbenik,753
mineralno olje,751
prosta cona,748
dodelitev sredstev,747
Atlantski ocean,745
raziskovalni program,742
koks,742
korozija,741
surovo mleko,739
morsko okolje,739
žaga,737
denarni trg,732
transferne cene,732
preproga,729
tržni standard,727
Srbija in Črna gora,726
natrij,726
kreditno zavarovanje,722
skupno raziskovalno središče,722
kositer,719
arhitektura,717
plačilna bilanca,716
svila,715
zavarovalna pogodba,715
Interpol,715
prevajanje,710
elektronski denar,710
molibden,708
Mozambik,707
davčna osnova,707
anhidrid,707
Azori,707
kazenski pregon,706
arhiv,705
Ruanda,705
delovni pogoji,704
varnost v zračnem prometu,704
enotno evropsko nebo,704
jedrsko orožje,703
potrdilo o poreklu,703
potrdilo o gibanju blaga,702
Gana,702
preprečevanje onesnaževanja,702
hormon,700
Gvajana,698
pravo držav,698
zvišanje cen,698
raba zemljišč,694
izločitev,693
nalezljiva bolezen,693
Ekvador,693
juta,692
Jugoslavija,690
celuloza,690
pristojnost držav članic,690
finančni nadzor,687
skupina podjetij,686
sklep (EU),685
plinovod,684
pravni status,683
finančni načrt,682
odplačevanje,681
malo podjetje,681
talna obloga,680
Mavretanija,680
merilna naprava,673
Združeni arabski emirati,672
organizirani kriminal,672
diskontna stopnja,671
redni zakonodajni postopek,670
Sahel,670
protokol k sporazumu,667
prispevek za socialno varnost,666
okrožnica,665
dizelski motor,664
kmetijski sektor,664
zaščitna oprema,664
Niger,664
mednarodno pravo,662
predor,662
domača žival,661
zaščita živali,661
aviarna influenca,660
ozračje,660
enakost spolov,658
trgovina s kmetijskimi proizvodi,658
korenovke,655
rudarstvo,654
avtocesta,654
Južna Koreja,652
metapodatki,651
javno financiranje,649
dejavnost podjetja,648
posnetek,648
levkoza,647
svinja,646
živalska krma,642
elektronska oprema,642
Severno morje,638
Tanzanija,637
San Marino,636
mangan,634
Bocvana,634
farmacevtski izdelek,634
diploma,632
projekt skupnega interesa,632
vodno okolje,629
kobalt,625
testenine,625
energetika,625
civilna zaščita,623
hmelj,623
kruh,622
schengenski informacijski sistem,621
znižana cena,620
gospodarska rast,613
bolezen živali,613
najmanj razvita država,613
trgovina na drobno,612
migrant,612
namizno vino,611
jedrska energija,608
Evropska agencija za zdravila,608
carinske formalnosti,605
enotni trg,604
tolmačenje,603
maloprodaja,598
gospodarsko povezovanje,598
sprememba proračuna,598
gospodarske razmere,597
svoboda opravljanja storitev,597
kalij,595
zasebno podjetje,594
zdravje pri delu,594
Mauritius,592
smrtnost,589
mučenje,588
žlahtniteljska pravica,586
logistika,585
raven hrupa,585
Saudova Arabija,583
vmešavanje,583
pravosodno sodelovanje,582
poročilo o dejavnosti,582
strojna oprema,578
cena franko meja,577
regionalno sodelovanje,577
herbicid,577
lepilo,575
opozicija,572
monopol,572
prilov,572
odvračanje,571
davek na dohodek,571
hipoteka,568
konzervans,565
carinska unija,565
poklicna kvalifikacija,565
kozje meso,565
rastlinsko olje,563
avtorska pravica,562
plemenska žival,558
javna varnost,557
igra na srečo,556
obdelovalni stroj,556
upravni ukrep,555
ladjedelništvo,554
Dominikanska republika,554
Svetovna zdravstvena organizacija,551
Zimbabve,551
oskrba z električno energijo,548
prenos tehnologije,548
titan,548
krmna rastlina,548
napredovanje,547
carinsko sodelovanje,546
javni dolg,546
prometno omrežje,546
dvigalo,545
ETSI,544
Sirija,539
prejemnik pomoči,538
zavržek,538
kmetijska proizvodnja,538
postopek odobritve,538
težka kovina,532
Angola,532
Zahodni Balkan,532
Evropska agencija za kemikalije,532
kolektivna pogodba,531
gospodarski sektor,530
pripor,529
javno-zasebno partnerstvo,529
insekticid,525
neposredna prodaja,525
kit,524
žgane pijače,524
zgodovina,524
pakiranje za prodajo,523
zavarovalna premija,522
ustvarjanje delovnih mest,520
morsko dno,516
Singapur,516
klor,516
upravljanje ribištva,515
nacionalna valuta,515
DNK,515
žitni proizvod,514
arbitraža,514
cink,511
radioaktivni odpadki,510
sadni sok,510
trgovinski sporazum,510
rezultati raziskav,510
prosti pretok blaga,509
obnovljiva energija,508
kapitalski trg,506
dostop na trg,506
razvojna banka,506
Macao,504
pivo,504
Severna Koreja,503
pasivno oplemenitenje,503
Urugvaj,502
eku,502
raziskovalna organizacija,501
jedrski reaktor,501
analiza stroškov in koristi,500
obalno območje,500
zdravniški pregled,499
tehnično sodelovanje,499
Evropski bančni organ,498
pomoč podjetjem,497
čezmorske države in ozemlja,496
zanesljivost oskrbe,496
EURES,496
računovodski sistem,496
cestnina,494
kombinirani prevoz,494
trajekt,494
Azerbajdžan,493
predpristopna pomoč,493
oljna repica,492
odškodninski zahtevek,492
iglavec,490
Nigerija,486
razširjanje informacij,486
vir informacij,484
javno posvetovanje,484
davčna uprava,484
ris,484
Tadžikistan,483
potomec,483
trg EU,480
sveže sadje,479
železniško omrežje,479
živalska beljakovina,478
vesolje,477
dodatna sredstva,477
trgovina z ljudmi,476
delniški kapital,476
radioaktivne snovi,476
evropsko združenje,476
večstranski sporazum,476
Uzbekistan,475
evropska organizacija,472
tehnična ovira,472
proračun Skupnosti,471
carinsko skladišče,471
zemeljska oskrba,470
Uganda,469
propan,467
oskrba z energijo,467
terminologija,465
žveplo,464
varnost v cestnem prometu,461
teleks,461
Schengenski sporazum,460
Gabon,460
podjetnik,459
svetila,459
devizne rezerve,458
kajenje,458
šota,457
Kenija,456
mednarodni instrument,456
mednarodni prevoz,455
živilska zakonodaja,454
trsni sladkor,454
raziskovalni projekt,454
oseba brez državljanstva,453
govor,452
navadna večina,451
ustavno sodišče,451
nikelj,450
čistila,450
periodična denarna kazen,450
živinoreja,450
Kuba,450
knjižnica,449
konglomerat,448
vodni viri,447
umik s trga,446
Bahrajn,446
preferencialni sporazum,444
Fidži,444
Zambija,443
fosilno gorivo,443
ponudba in povpraševanje,442
institucija EU,441
Katar,441
komunikacijski sistem,440
nosilec podatkov,439
ekonomija obsega,437
elektronski podpis,435
OVSE,435
modem,435
Anglija,433
Gvatemala,432
namakanje,431
nevtralnost,430
predelovalna industrija,430
pravni red Skupnosti,430
gospodarska zbornica,430
proizvodnja energije,429
ponovni uvoz,429
mineralna voda,427
sončna energija,427
Jamstveni oddelek EKUJS,426
psihotropna snov,424
plačilni sistem,424
upravna enota,424
zasebno pravo,423
visokošolsko izobraževanje,422
Oman,421
ingot,418
piratstvo,417
poslovni dogodek,416
kurilno olje,415
ionizirajoče sevanje,415
vrsta prevoza,413
kemično orožje,413
osebnost,412
fluor,411
konvencionalno orožje,411
internet,411
ribolovno dovoljenje,411
predsednik vlade,410
Kuvajt,410
davčna oprostitev,407
odgovornost države,405
mednarodni trg,404
organizacija dela,404
regionalizacija,404
znanstvene raziskave,403
telica,402
etika,402
Monako,402
sporazum o prosti trgovini,401
tuja naložba,401
tuja valuta,401
javni prevoz,401
politična skupina,401
higiena živil,400
proizvodna pomoč,400
parkirišče,398
vrtnarstvo,397
tiskalnik,396
prispevek držav članic,395
Gvineja Bissau,395
izključna ekonomska cona,394
gospodarsko vozilo,394
odobritev plačila,393
kazenska sankcija,393
prva pomoč,392
prevozno podjetje,390
Bavarska,389
razvojna pomoč,389
predlog proračuna,389
Otok Man,389
učenec,388
družba z omejeno odgovornostjo,388
brezalkoholna pijača,388
Šrilanka,388
manioka,388
OZN,387
sprememba podnebja,386
balistični izstrelek,386
oskrba z vodo,385
prosto delovno mesto,385
trgovina z orožjem,385
platina,385
monetarna unija,384
Egejski otoki,384
poplava,384
blago z dvojno rabo,383
poklicno izobraževanje,382
lokalna oblast,381
srednja in vzhodna Evropa,380
varstvo zasebnosti,379
jam,379
Južni Sudan,377
Svazi,376
Hessen,376
predsednik Komisije,376
direktiva (EU),375
zadolženost,374
sladkorni proizvod,373
tiha družba,373
aerosol,372
Laos,371
izračun stroškov,371
prevoznina,371
Sejšeli,370
Wales,370
kazensko sodišče,370
šolanje,370
pogodbeni pogoji,368
reprodukcijski material,366
Jamajka,366
domači proizvod,365
Salvador,365
Evropska agencija za okolje,364
Venezuela,364
satelit,364
Mednarodna pomorska organizacija,364
epidemija,364
celinske vode,363
vseevropsko omrežje,363
vojaška oprema,362
stroški kapitala,362
konkurenčno pravo,362
sistem pomoči,360
varnostna naprava,358
Korzika,357
krava molznica,357
sterilizacija,357
svetovna organizacija,357
Sao Tome in Principe,357
Mednarodno kazensko sodišče,356
ročno orodje,356
poklicna bolezen,356
mejna kontrola,355
mestno območje,355
distributer,355
socialna izključenost,355
poučevanje,353
neposredni stroški,352
stres,352
Lizbonska pogodba,351
uporaba informacij,351
Saška,350
digitalizacija,350
kapitalski dobiček,349
evropska konvencija,349
skrbništvo,348
predsedniške volitve,348
kemična industrija,348
EURIBOR,348
Mednarodni denarni sklad,347
primerjalna analiza,346
mavec,346
kodiranje,345
osna obremenitev,345
razvojni načrt,345
konferenca predsednikov,344
travinje,344
kontrola proizvodnje,343
nedovoljena trgovina,343
plutonij,341
Črno morje,341
posebne pravice črpanja,341
pretok kapitala,340
žetev,340
varčevanje z energijo,340
plodnost,340
neširjenje orožja,339
sladoled,339
monografija,339
elektronika,338
kontrola zračnega prometa,338
nosilna raketa,338
bioplin,337
gorivna celica,337
Svet Evropske unije,336
državni proračun,336
parafin,335
izolator,335
referenčni laboratorij EU,333
elektronska naprava,333
poraba vode,332
departma,331
upokojenec,331
nadomestni del,331
jogurt,330
prevoz oseb,330
sklepčnost,330
komunikacijsko sredstvo,330
proizvodno nadomestilo,329
Bangladeš,329
medinstitucionalni sporazum,329
industrijska lastnina,328
električni stroj,328
prehransko dopolnilo,328
znanstveni napredek,326
bogastvo,326
maloprodajna cena,325
nadzor izvoza,324
Afriška unija,324
Armenija,323
kirurgija,323
prosti čas,323
pokojninski načrt,322
jod,322
konoplja,321
radioaktivnost,320
lignit,320
okrepljeno sodelovanje,318
morski viri,318
trust,318
Hamburg,318
spektrometrija,318
socialni razvoj,317
liker,316
prometna infrastruktura,316
sadika,316
Eurocontrol,316
varnost živil,314
nacionalni dohodek,314
Paragvaj,313
nezakonito priseljevanje,312
zavarovanje izvoznih kreditov,312
trgovanje z emisijami,312
varnost proizvoda,312
trgovina na debelo,311
način financiranja,311
carinska kontrola,310
Evropski odbor za standardizacijo,309
Antarktika,309
odobritev tipa,308
firma,308
ciljna cena,308
Dunaj,308
revidiranja,307
policijsko sodelovanje,307
menjalno razmerje,307
morski ekosistem,306
cenik,305
mobilni telefon,305
veleprodajna cena,305
pogozdovanje,305
Ekonomska in monetarna unija,305
Srednja Amerika,304
Sueški prekop,304
statistična metoda,304
ribje olje,303
uradni žig,303
Melilla,303
Kirgizistan,302
upravljanje podjetja,301
element v sledovih,300
sladka voda,300
shranjevanje podatkov,300
avtonomna skupnost,299
ukrep z enakim učinkom,299
pridruženo podjetje,298
Beneluks,298
Senegal,298
zakladnica,298
nujna pomoč,298
